10135,11986,0.0
10135,13230,10.0
10135,14122,7001.0
10140,10423,342.0
10140,10529,322.0
10140,10693,0.0
10140,11042,38.0
10140,11109,0.0
10140,12339,0.0
10140,12889,15108.0
10140,12892,11031.0
10140,13198,4599.0
10140,13871,13.0
10140,13891,597.0
10140,14107,41340.0
10140,14679,6876.0
10140,14730,0.0
10140,14771,0.0
10140,15304,2216.0
10146,10562,0.0
10146,14112,0.0
10146,14730,0.0
10185,10728,0.0
10185,12266,2593.0
10225,10396,0.0
10225,11630,0.0
10225,13767,0.0
10225,14125,0.0
10245,10299,385.0
10245,11336,17.0
10245,12321,0.0
10245,14273,0.0
10247,10783,0.0
10247,11630,0.0
10247,15472,0.0
10257,10529,0.0
10257,11433,8788.0
10257,14307,0.0
10257,14492,139.0
10257,14576,0.0
10257,14730,139.0
10257,15096,0.0
10279,14683,13.0
10279,14893,0.0
10299,10245,183.0
10299,10304,0.0
10299,10551,3858.0
10299,11298,0.0
10299,11336,461.0
10299,11550,0.0
10299,11618,609.0
10299,11630,13524.0
10299,11844,0.0
10299,12321,0.0
10299,12478,38.0
10299,12807,0.0
10299,12892,1904.0
10299,13196,0.0
10299,13873,1925.0
10299,13891,0.0
10299,13930,1771.0
10299,13970,2047.0
10299,14273,0.0
10299,14730,0.0
10299,14771,222.0
10299,15478,0.0
10304,10299,0.0
10396,11630,0.0
10397,10423,13099.0
10397,10721,52024.0
10397,10868,11015.0
10397,11298,85449.0
10397,12339,17365.0
10397,12451,47887.0
10397,13198,24770.0
10397,14100,50344.0
10397,14107,36039.0
10397,14730,23167.0
10397,14843,11786.0
10423,10821,4105.0
10423,11066,146.0
10423,11140,0.0
10423,11298,39178.0
10423,12266,29555.0
10423,12892,6553.0
10423,12917,0.0
10423,14107,16330.0
10423,14635,0.0
10423,14683,0.0
10423,14730,0.0
10423,14747,1.0
10423,14869,1424.0
10529,10257,0.0
10529,11618,4491.0
10529,12478,2243.0
10529,13871,187.0
10529,14057,0.0
10529,14100,11513.0
10529,14307,0.0
10529,14512,0.0
10529,14730,18.0
10529,14747,94.0
10551,10299,4127.0
10551,10304,0.0
10551,11336,0.0
10551,12807,0.0
10559,10299,0.0
10559,10713,0.0
10559,11884,0.0
10559,13295,0.0
10559,13871,0.0
10559,13891,0.0
10559,14512,0.0
10559,14730,0.0
10562,10146,0.0
10562,14730,0.0
10562,15412,0.0
10581,12266,0.0
10599,11433,4509.0
10599,12951,0.0
10599,14696,0.0
10599,14730,2473.0
10620,11233,0.0
10620,11292,5658.0
10620,14730,0.0
10627,10408,0.0
10627,13485,0.0
