12758,12402,109.0
12889,11109,11036.0
12889,13930,48402.0
12889,14122,8529.0
12889,14771,50091.0
12892,10140,14595.0
12892,10728,0.0
12892,11298,73230.0
12892,11433,27309.0
12892,12173,125578.0
12892,12339,7647.0
12892,12892,101.0
12892,13342,4736.0
12892,13891,1259.0
12892,14122,17325.0
12892,14524,0.0
12915,12951,0.0
12951,10781,0.0
12951,12266,7976.0
12953,10397,57032.0
12953,10529,725.0
12953,11140,0.0
12953,11618,0.0
12953,13204,34018.0
12953,13230,1.0
12953,13495,2826.0
12953,14783,0.0
12992,10185,0.0
12992,14814,0.0
13061,11540,0.0
13061,13506,0.0
13184,12266,0.0
13184,14635,0.0
13198,11433,11325.0
13198,12278,1759.0
13198,12892,11559.0
13198,13342,3910.0
13198,13930,32267.0
13198,15016,44017.0
13204,10821,20253.0
13204,11109,4559.0
13204,11995,3266.0
13204,12451,359.0
13204,13198,4492.0
13204,13495,8727.0
13204,13871,1711.0
13204,13931,1622.0
13204,14100,43136.0
13204,15304,3001.0
13230,10135,30.0
13230,10257,0.0
13230,11986,0.0
13230,13198,5.0
13230,14122,11784.0
13232,11995,5.0
13232,13871,8399.0
13232,15096,19.0
13244,10397,44273.0
13244,11540,20.0
13244,12191,5122.0
13244,12264,0.0
13244,12266,2326.0
13244,12339,5842.0
13244,13348,0.0
13256,12266,16681.0
13256,12951,0.0
13256,14100,0.0
13256,14908,0.0
13296,10721,0.0
13303,10821,8258.0
13303,11066,0.0
13303,11109,0.0
13303,11697,108.0
13303,13198,85.0
13303,13931,215.0
13303,14100,18091.0
13303,14122,6273.0
13303,14492,5767.0
13303,14843,56695.0
13342,10257,137.0
13342,11042,5866.0
13342,11066,1290.0
13342,13487,21013.0
13342,14524,0.0
12324,10559,0.0
13377,10185,0.0
13422,14193,0.0
13487,10140,6576.0
13487,11233,0.0
13487,11267,3408.0
13487,11540,0.0
13487,13198,24278.0
13487,14107,27690.0
13487,14771,29956.0
13495,10140,195.0
13495,12264,3329.0
13495,12266,34628.0
13495,12339,865.0
13495,13871,0.0
13495,13891,28.0
13495,14524,21.0
13495,14679,46.0
14771,13342,2492.0
14771,14122,15402.0
14771,15304,450.0
14783,13930,868.0
14814,12266,4292.0
14814,12915,0.0
14814,14122,0.0
14831,11109,111.0
14831,12339,0.0
14831,13796,14.0
14831,14057,23448.0
14843,10821,6279.0
14843,10994,0.0
14843,11267,0.0
14843,11697,12326.0
14843,12451,0.0
14843,13204,25641.0
14843,13303,55779.0
14843,14100,20047.0
14843,15024,13497.0
14843,15027,7503.0
14843,15304,4213.0
14869,10529,37.0
14869,11278,0.0
14869,11298,34294.0
14869,14107,38027.0
14893,13342,0.0
14893,15304,0.0
14908,14747,16634.0
14955,12016,18496.0
14986,12264,0.0
15016,11066,20425.0
15016,12264,7417.0
15016,12892,30713.0
15016,13184,0.0
15016,13851,20399.0
15016,14747,19152.0
15016,14869,21721.0
15016,15016,0.0
15016,15412,3221.0
15016,16091,0.0
15016,16133,0.0
15024,14843,13340.0
15024,15027,3972.0
15027,14843,8434.0
15027,15024,3458.0
15061,11463,0.0
15061,11630,0.0
15096,10434,0.0
15096,11618,4158.0
15096,11775,0.0
15096,12478,0.0
15096,12953,2686.0
15096,14576,453.0
15304,10821,13810.0
15304,11298,35530.0
15304,11697,19590.0
15304,13204,3519.0
15304,13303,0.0
15304,13342,0.0
11292,13851,15356.0
11292,14122,11197.0
11292,14747,51545.0
11292,15096,0.0
11292,15412,0.0
11298,10397,111804.0
11298,11540,28270.0
11298,13198,43196.0
11298,13931,9430.0
11298,14524,8548.0
11423,11109,0.0
11423,12339,0.0
11423,13871,0.0
11433,11042,11899.0
11433,11066,12133.0
11433,12953,27366.0
11463,10991,0.0
11495,12266,4669.0
11540,10821,130.0
11540,13061,0.0
11540,13871,0.0
11540,14814,0.0
11540,15016,388.0
11603,13796,0.0
11618,10135,0.0
11618,10721,46759.0
11618,10821,6537.0
11618,11433,24955.0
11618,11495,0.0
11618,11986,49.0
11618,11995,6472.0
11618,12266,33638.0
11618,12451,7297.0
11618,12478,0.0
