12173,12402,46180.0
12173,12758,54843.0
12173,12982,52573.0
12173,13830,79951.0
12402,12173,45887.0
12402,12758,0.0
12402,12982,0.0
12402,13830,6100.0
12758,12173,59372.0
12758,12402,0.0
12758,13830,14103.0
12982,12173,54243.0
12982,12402,0.0
13830,12173,82931.0
13830,12402,5828.0
13830,12758,13261.0
13830,12982,10572.0
10925,10221,0.0
10529,13485,0.0
10721,14100,36389.0
10781,11123,0.0
10792,14492,0.0
10821,11027,0.0
10868,11003,0.0
10990,14524,0.0
11003,12945,0.0
11003,14275,0.0
11003,12544,0.0
11027,12884,0.0
11042,10792,0.0
11067,14122,0.0
11109,15919,0.0
11123,12945,0.0
11259,12339,5141.0
11259,15304,9025.0
11267,13303,0.0
11292,13303,22856.0
11391,13667,0.0
11423,10868,0.0
11423,11003,131.0
11423,11697,47.0
11423,13342,0.0
11433,14696,3892.0
11618,10647,0.0
11618,13303,37098.0
11697,11423,0.0
11697,15016,8725.0
11726,11618,0.0
12278,12884,0.0
12878,13487,0.0
12884,11618,218.0
12884,13303,0.0
12884,13342,0.0
12884,14100,0.0
12891,11003,0.0
12945,10172,0.0
12945,11259,0.0
12945,13303,0.0
12953,12878,0.0
13105,10721,0.0
13232,14122,9290.0
13232,14831,3356.0
13303,10599,2120.0
13303,12478,46446.0
13303,12878,0.0
13303,13485,0.0
13303,14492,11663.0
13303,14761,0.0
13303,15016,7067.0
13342,13303,4389.0
13342,13485,0.0
13342,13487,15104.0
13485,11003,0.0
13485,11067,40.0
13485,13342,0.0
13487,11618,13626.0
13487,12339,9526.0
13495,10781,0.0
13525,12278,0.0
13619,10821,0.0
13667,12191,0.0
13667,12945,0.0
13667,13303,0.0
13682,13303,0.0
14100,11292,27940.0
14100,11618,0.0
14100,12348,0.0
14100,13105,0.0
14122,13232,10143.0
14122,14307,83.0
14307,12945,0.0
14307,15304,6644.0
14492,12945,0.0
14492,14122,1309.0
14524,10990,22.0
14524,12878,0.0
14570,13303,0.0
14696,15096,34.0
14730,10529,4.0
14831,11003,0.0
15016,11697,8303.0
15070,11618,0.0
15070,14100,3486.0
15304,11267,0.0
15304,13303,21313.0
12544,11423,0.0
12544,12884,0.0
15919,11726,0.0
16091,12339,0.0
14254,11067,0.0
14254,13303,0.0
10245,10299,445.0
10299,10170,4724.0
10299,10245,497.0
10299,10304,480.0
10299,10551,5962.0
10299,10754,2598.0
10299,11336,1249.0
10299,12807,526.0
10299,13196,115.0
10299,13873,2198.0
10299,13970,2436.0
10299,14485,682.0
10299,14709,2986.0
10299,15478,593.0
10304,10299,439.0
10304,13196,0.0
10551,10299,5292.0
10551,10754,0.0
10551,13873,18.0
10754,10299,1900.0
10754,11336,0.0
10754,13873,0.0
10754,13970,0.0
10754,14709,41.0
11259,12878,0.0
11336,10299,1114.0
12807,10299,424.0
12807,13196,0.0
13061,10298,0.0
13061,11066,0.0
13061,11267,0.0
13061,14275,0.0
13061,16091,0.0
13196,10299,104.0
13256,14512,0.0
13256,16091,0.0
13873,10299,2299.0
13873,10551,18.0
13970,10299,2391.0
13970,10551,19.0
13970,10754,0.0
14275,13061,0.0
14485,10299,604.0
14709,10299,2577.0
14709,10754,129.0
14709,11336,0.0
15478,10299,512.0
15478,11336,0.0
10299,10299,358.0
10299,11193,0.0
10299,12892,4059.0
11193,10299,0.0
11193,12173,0.0
11193,12892,6539.0
11193,13303,3186.0
11193,13930,21242.0
12892,10299,3816.0
12892,11193,6622.0
13303,11193,3337.0
13930,10299,1514.0
12892,11099,0.0
11924,13564,0.0
11924,13574,0.0
13574,11924,0.0
10185,10747,0.0
10747,10792,0.0
10747,11618,0.0
10747,12055,0.0
10747,12451,0.0
10747,13230,0.0
10747,13303,0.0
10747,13871,0.0
10747,16133,0.0
10792,11618,6244.0
10821,14730,5988.0
11150,10185,46.0
11150,12266,0.0
11150,13303,0.0
11193,14730,0.0
11618,10747,0.0
11618,13230,0.0
11764,10821,0.0
11764,14730,0.0
12055,10185,0.0
12055,13198,0.0
12451,13303,7534.0
12884,13871,0.0
13198,10185,0.0
13204,13303,34117.0
13230,10185,15.0
13230,10747,0.0
13244,13342,114.0
13303,10747,0.0
